(-0.5789915403674585, -0.6783447469584336, 0.45234632800191554), (-1.5760539269503384, -1.1863123927668264, -0.3451102234980684), 0.5636255307053404, (0.853319, 0.351553, 0.413734, 1.0)
(0.5789920036856927, 0.6783435321244434, -0.452347556744768), (-1.5560958550736044, -1.1628720458831947, -0.36064420863253505), 0.5636239676683117, (0.853319, 0.351553, 0.413734, 1.0)
(-0.18925156580261845, -0.9250806388879513, 0.3292562169434573), (-1.3264238085699478, -1.3256648087267577, -0.3468909889014018), 0.23778594020406335, (0.471457, 0.005678, 0.659897, 1.0)
(0.1892524634305455, 0.9250803731381544, -0.3292564476514366), (-1.3199281492732304, -1.2937730311331066, -0.3581942218054715), 0.2377855277281178, (0.471457, 0.005678, 0.659897, 1.0)
(0.1794506838434028, -0.9416700969405714, 0.2847013884688136), (-1.0964539628631316, -1.2621630010776312, -0.17049522154863375), 0.005746855472023358, (0.063536, 0.028426, 0.533124, 1.0)
(-0.1794502707759155, 0.9416701845014351, -0.2847013592160806), (-1.1026631849326587, -1.2297363663448584, -0.18027035979468325), 0.005746719631092112, (0.063536, 0.028426, 0.533124, 1.0)
(0.4856708275006047, -0.8012544794351321, 0.3494497195592141), (-0.837642761678862, -1.1878574323149533, -0.30043943571987275), 0.09438674624180717, (0.248032, 0.014439, 0.612868, 1.0)
(-0.4856710573584776, 0.8012543235842348, -0.3494497574500069), (-0.85437756907112, -1.1602819148371164, -0.3125093989078757), 0.09438680954409295, (0.248032, 0.014439, 0.612868, 1.0)
(0.5519498073758863, -0.7778736039794003, 0.30043978826017875), (-0.626980671707426, -1.0541754840926927, -0.20003388083240026), 0.13643622906503872, (0.312543, 0.008239, 0.6357, 1.0)
(-0.5519499989520883, 0.7778732578189348, -0.30044033255697666), (-0.6459833401091055, -1.0273873577148094, -0.210411901581937), 0.13643641115189087, (0.312543, 0.008239, 0.6357, 1.0)
(0.3734585774705219, -0.8597195826093172, 0.34844071259219356), (-0.41470688256869864, -0.9887026418255029, -0.38684899965230696), 0.1260753650885808, (0.299855, 0.009561, 0.631624, 1.0)
(-0.3734585196348982, 0.8597194633342681, -0.34844106887155024), (-0.4275582363545343, -0.9590910849075563, -0.3988632228165462), 0.1260754301316323, (0.299855, 0.009561, 0.631624, 1.0)
(0.18756136073421953, -0.9661766311413599, 0.17698433093316693), (-0.18200233949543096, -0.898891257613846, -0.2793678114553365), 0.06606104172821756, (0.193374, 0.018354, 0.59033, 1.0)
(-0.18756154120602309, 0.9661766539280288, -0.17698401528064478), (-0.18850096183351164, -0.865627465859671, -0.2854717832286641), 0.06606109069991503, (0.193374, 0.018354, 0.59033, 1.0)
(-0.06380851513111922, -0.9462583565472249, 0.3170545632242296), (0.02043634392173405, -0.9253032638913874, -0.42981520520360084), 0.13325438015324154, (0.312543, 0.008239, 0.6357, 1.0)
(0.06380842881670783, 0.9462582649671125, -0.3170548539186445), (0.0226362390759842, -0.8927163290444122, -0.440753216755346), 0.13325444459474317, (0.312543, 0.008239, 0.6357, 1.0)
(-0.2547045725208842, -0.9598123509768507, 0.11783815871458826), (0.25908335434314433, -0.9536141639411174, -0.3144712425082515), 0.04321314016591491, (0.156421, 0.020651, 0.574065, 1.0)
(0.2547047057052504, 0.9598123171840057, -0.11783814608806178), (0.26784416504107655, -0.9205569400266062, -0.31850794584238995), 0.043213127083627643, (0.156421, 0.020651, 0.574065, 1.0)
(-0.2538545535247365, -0.933840114443581, 0.2519930679815544), (0.4743185413376833, -1.0432098984731903, -0.47238320968344294), 0.20337626920641502, (0.423689, 0.000646, 0.658956, 1.0)
(0.2538541621528103, 0.9338401427876983, -0.25199335720599003), (0.4830380610218716, -1.0110417269285923, -0.4811013308381894), 0.20337650152636227, (0.423689, 0.000646, 0.658956, 1.0)
(0.43703445710615896, -0.8778888148425676, 0.19573480037090185), (1.1392151772810961, -1.163354677824163, -0.5660562650973299), 0.33058675466560744, (0.605485, 0.085854, 0.622686, 1.0)
(-0.437033111912565, 0.877889477971189, -0.19573482970461029), (1.1241142347555633, -1.1331143177505811, -0.5727721530122657), 0.3305860458962033, (0.605485, 0.085854, 0.622686, 1.0)
(-0.8934974350353705, 0.014216376440611847, 0.4488432111841648), (-1.65025979434843, -0.745639395573156, -0.38351502645447333), 0.05441223706739284, (0.171574, 0.019706, 0.580806, 1.0)
(0.8934974209205746, -0.014216620732520113, -0.44884323154441036), (-1.619494841084615, -0.7461268490728361, -0.39898034902556767), 0.054412240829305125, (0.171574, 0.019706, 0.580806, 1.0)
(-0.885963909962332, -0.1970070705119361, 0.41982873223799483), (-1.5987870166718139, -0.9302662321408632, -0.22159150006915423), 0.06620087430116843, (0.193374, 0.018354, 0.59033, 1.0)
(0.8859642967071478, 0.1970063289337795, -0.4198282640797835), (-1.5682717691395527, -0.9234495004922745, -0.23602490089781258), 0.06620075812351138, (0.193374, 0.018354, 0.59033, 1.0)
(-0.7894406847174468, -0.27129691432495806, 0.550619096645408), (-1.466842683593613, -0.8764712935712932, 0.05512899571492046), 0.3236829423321368, (0.595011, 0.07719, 0.627917, 1.0)
(0.7894410008282127, 0.2712957689239968, -0.5506192077791032), (-1.4396463169938505, -0.8670759726727854, 0.03616420788976941), 0.32368230770837075, (0.595011, 0.07719, 0.627917, 1.0)
(-0.18659562507069052, -0.7206092558916687, 0.6677607153971652), (-1.17568683411361, -1.1045825784759253, 0.1476863939092943), 0.3026916027849886, (0.568201, 0.055778, 0.639477, 1.0)
(0.18659668186827344, 0.720609237113168, -0.667760440354869), (-1.1692785493491547, -1.079731451384036, 0.12469072534929389), 0.30269137981572064, (0.568201, 0.055778, 0.639477, 1.0)
(0.15358028442657057, -0.5726465590622509, 0.8052881562705474), (-0.8574489603977652, -0.9531819015771995, 0.3154401623046013), 0.04651177592212566, (0.156421, 0.020651, 0.574065, 1.0)
(-0.1535803382461625, 0.5726470846096485, -0.8052877722853269), (-0.8627659870825138, -0.9334993847189821, 0.2876880956614581), 0.046511481054339526, (0.156421, 0.020651, 0.574065, 1.0)
(0.5635558284530894, -0.7310444040877859, 0.38468026654415993), (-0.5690725044174612, -0.9602908899976097, 0.08658689397763229), 0.04699058425652358, (0.16407, 0.020171, 0.577478, 1.0)
(-0.5635557007382272, 0.7310448122375595, -0.3846796779997575), (-0.588480222904569, -0.9351054597518907, 0.07336248485798026), 0.046990769310653976, (0.16407, 0.020171, 0.577478, 1.0)
(0.25209478529075896, -0.6687689019442593, 0.6994257466103716), (-0.35266194109674537, -0.815514099657002, 0.13412369019512746), 0.21542370642074155, (0.441732, 0.00154, 0.660069, 1.0)
(-0.2520956806087795, 0.6687691216193358, -0.6994252138627105), (-0.3613565744915583, -0.7925507508362661, 0.1099576224089938), 0.21542320931765638, (0.441732, 0.00154, 0.660069, 1.0)
(-0.14930153411757377, -0.9865579261732323, 0.06642672816652878), (0.5559360509422215, -0.9754208830177195, 0.12222261430237204), 0.14181626259144686, (0.32515, 0.006915, 0.639512, 1.0)
