(-0.15387973981556852, -0.9547289948872055, 0.2545850977491792), (-0.28202980402643746, -1.1062070123935157, -0.56688616965969), 0.2691219150855297, (0.517933, 0.021563, 0.654109, 1.0)
(0.1538811277135361, 0.9547289703209036, -0.2545843509793905), (-0.27326716001624407, -1.051808218701474, -0.5813654624892527), 0.2688942157108849, (0.517933, 0.021563, 0.654109, 1.0)
(0.3992718440649004, -0.8627408547722725, 0.31025829891208784), (0.29848420193013575, -1.1025918428478305, -0.5630190069530587), 0.22016042697231317, (0.447714, 0.00208, 0.66024, 1.0)
(-0.3992718624796701, 0.8627412253331956, -0.3102572447866308), (0.27571685043435096, -1.0534593800981786, -0.5807089306571038), 0.21967712855941354, (0.447714, 0.00208, 0.66024, 1.0)
(-0.7075697873495264, -0.590055287594838, 0.38881840698649905), (-0.9599221361590283, -0.5382902783051052, -0.37364525461850817), 0.055390411546877315, (0.17895, 0.019252, 0.584054, 1.0)
(0.7075711568454649, 0.5900540365152637, -0.38881781336818216), (-0.9196336814936465, -0.5046515139246915, -0.39576517392274085), 0.055185520118263866, (0.17895, 0.019252, 0.584054, 1.0)
(-0.5323149595358869, -0.716895622954021, 0.4502237772971051), (-0.7051798899755114, -0.7866949256683403, -0.24408280581805572), 0.8795670401345849, (0.992505, 0.777967, 0.152855, 1.0)
(0.5323182206329333, 0.7168938156460288, -0.4502227993678968), (-0.6748857460124447, -0.745751364886915, -0.26970053279860207), 0.8792059400148938, (0.992505, 0.777967, 0.152855, 1.0)
(-0.2789902168149437, -0.6703957756952728, 0.6875565161144822), (-0.42210489190656947, -0.7117849814563841, 0.09539353983880525), 0.26941418311833143, (0.517933, 0.021563, 0.654109, 1.0)
(0.2789930969327795, 0.6703952110573022, -0.6875558979859688), (-0.4062874504473495, -0.6735380661752431, 0.056244399453689156), 0.2691082156565736, (0.517933, 0.021563, 0.654109, 1.0)
(0.12794782937178617, -0.7791027809941978, 0.6137004233387454), (0.011934360460879301, -0.9117771225414605, -0.0031099699723943007), 0.6332491794411667, (0.907365, 0.434524, 0.35297, 1.0)
(-0.12794443585740758, 0.7791038882550958, -0.6136997251416373), (0.004559321939739018, -0.8673606880241201, -0.03805658070943591), 0.6329601674500654, (0.907365, 0.434524, 0.35297, 1.0)
(0.4885072925568548, -0.5416482245697852, 0.6840890482526167), (0.4446469626992907, -0.7063826591336994, 0.08764574860284458), 0.1988851819389436, (0.41158, 0.000577, 0.65773, 1.0)
(-0.48850384939058605, 0.5416513447793898, -0.6840890364778975), (0.41670455163311765, -0.6755488452168679, 0.04874028127747824), 0.1985220475224915, (0.41158, 0.000577, 0.65773, 1.0)
(0.68512066268443, -0.6049238523930002, 0.40580390630064095), (0.718069469724181, -0.7816915583574966, -0.2561851018551809), 1.0, (0.940015, 0.975158, 0.131326, 1.0)
(-0.6851186136574822, 0.6049270631509605, -0.40580257944917464), (0.6789396847444105, -0.7472367960659394, -0.2792726267468864), 0.999595928273572, (0.940015, 0.975158, 0.131326, 1.0)
(0.8822035940795996, -0.2837027868392319, 0.3758051986504319), (0.968221556119697, -0.5288066653362319, -0.3829149996752663), 0.05181979627116325, (0.171574, 0.019706, 0.580806, 1.0)
(-0.8822032550659764, 0.28370460281995175, -0.3758046235609259), (0.9179548020093811, -0.5126729006752657, -0.4042912596724705), 0.051626725784923035, (0.171574, 0.019706, 0.580806, 1.0)
(-0.8786089074663371, -0.2574386100856922, 0.40220858986097796), (-1.046231181363636, -0.1879170776986084, -0.260394504651834), 0.9786731874572119, (0.951726, 0.941671, 0.152925, 1.0)
(0.8786105122571094, 0.2574352142694448, -0.40220725777308514), (-0.9961310872729343, -0.17316612443843676, -0.2832752771203983), 0.978269371418537, (0.951726, 0.941671, 0.152925, 1.0)
(-0.729532430122914, -0.10922810072741078, 0.6751678720217944), (-0.84571085863687, 0.020161686935223577, 0.07571623727954888), 0.2038599461390354, (0.423689, 0.000646, 0.658956, 1.0)
(0.7295332633107381, 0.10922336676497077, -0.6751677375850462), (-0.8041077829322484, 0.026497898685624785, 0.03732073866393168), 0.2034861635803317, (0.423689, 0.000646, 0.658956, 1.0)
(-0.35229803288039846, -0.26469175420006585, 0.8976772088490905), (-0.46968975113130607, -0.2422797981469039, 0.3199380669712169), 0.1312255576060621, (0.30621, 0.008902, 0.633694, 1.0)
(0.3523005970105918, 0.2646900047887023, -0.8976767183741247), (-0.44965223536391613, -0.22710200101122427, 0.2688230759948039), 0.1307943064148298, (0.30621, 0.008902, 0.633694, 1.0)
(0.4342821183212644, -0.12880123186940276, 0.8915207705798669), (0.4850762078339391, -0.23925282960604538, 0.313495697663274), 0.13725225870542135, (0.318856, 0.007576, 0.63764, 1.0)
(-0.43428213476103195, 0.12880446201522458, -0.8915202958948099), (0.460270958843587, -0.2319973463417154, 0.26273435210178575), 0.1368201867052168, (0.318856, 0.007576, 0.63764, 1.0)
(0.7363673444637345, 0.1292197239534169, 0.6641275456934688), (0.853026031279372, 0.030399033397552573, 0.06747553236961766), 0.30191728890169156, (0.568201, 0.055778, 0.639477, 1.0)
(-0.7363685472389896, -0.1292169340932542, -0.6641267549050254), (0.8110717122848741, 0.02293820348453362, 0.02965892566302434), 0.30161725839599857, (0.568201, 0.055778, 0.639477, 1.0)
